EEG(uV),delta,theta,alpha,beta
4.90723,-0.0823197,0.446829,0.967089,-2.06819
6.27441,-0.110469,0.616915,1.25737,0.0898198
6.84204,-0.129226,0.758731,1.28984,1.85966
5.99976,-0.134546,0.877499,1.14977,2.5078
4.8584,-0.122225,0.978638,0.914799,1.83595
4.18091,-0.088691,1.06344,0.629873,0.317865
3.97339,-0.0316991,1.12717,0.309758,-1.13601
4.30908,0.0493626,1.16044,-0.039621,-1.70169
6.32935,0.153622,1.15291,-0.398385,-1.11711
7.88574,0.279275,1.098,-0.720807,0.236873
6.80542,0.424248,0.99599,-0.943195,1.58409
2.70386,0.586354,0.852853,-1.01605,2.06387
-1.18408,0.762546,0.67409,-0.943607,1.14486
-0.665283,0.947802,0.458923,-0.792173,-0.819518
3.90015,1.13487,0.201684,-0.644137,-2.42302
8.70361,1.31562,-0.0985316,-0.527112,-2.07956
10.8948,1.48324,-0.42751,-0.383128,0.454453
9.3811,1.63389,-0.754123,-0.112923,3.43553
6.75659,1.76669,-1.03942,0.337121,4.34999
4.59595,1.88243,-1.25052,0.914432,2.06739
3.03955,1.98192,-1.37075,1.46978,-2.08709
1.95312,2.0649,-1.40216,1.82358,-5.37202
1.59302,2.12971,-1.3616,1.84246,-5.76472
3.14331,2.17343,-1.27363,1.49001,-3.25822
3.93677,2.1927,-1.16253,0.839816,0.524896
3.33252,2.18448,-1.0461,0.0492281,3.6085
0.964355,2.14664,-0.934207,-0.698968,4.69318
-0.982666,2.07765,-0.831902,-1.26141,3.59016
-0.482178,1.97614,-0.743298,-1.56962,1.19884
1.58081,1.84074,-0.671902,-1.61954,-0.956306
4.49829,1.67074,-0.616806,-1.43414,-1.61673
7.74536,1.46724,-0.568201,-1.03504,-0.627182
9.80835,1.23409,-0.505973,-0.442023,0.995887
10.7178,0.978424,-0.402963,0.305833,1.84907
10.1013,0.710204,-0.232201,1.12608,1.1193
9.73511,0.441184,0.0244902,1.88619,-0.926698
10.5896,0.183554,0.370277,2.4268,-3.14792
11.1694,-0.0511189,0.792105,2.6095,-4.23786
10.3333,-0.252532,1.26369,2.3627,-3.56874
8.99048,-0.412181,1.74943,1.6988,-1.62522
8.36182,-0.523985,2.20753,0.702319,0.421662
8.96606,-0.58476,2.59399,-0.490368,1.68689
8.12378,-0.594239,2.86804,-1.70925,2.12179
4.78516,-0.554868,2.99707,-2.77707,2.12625
1.69067,-0.471876,2.95793,-3.54961,1.85966
0.695801,-0.353585,2.736,-3.94736,1.22609
1.78833,-0.211287,2.32624,-3.9521,0.430311
2.96021,-0.05823,1.73776,-3.5765,0.0873436
3.77197,0.0919581,0.998202,-2.8417,0.563943
4.80957,0.226739,0.154039,-1.78224,1.42885
6.98853,0.335733,-0.73371,-0.464515,1.79736
9.48486,0.411505,-1.59565,1.00539,1.18629
11.1023,0.450178,-2.36044,2.48994,-0.111693
10.8459,0.451655,-2.96205,3.83307,-1.46046
8.55713,0.419113,-3.34847,4.86915,-2.5021
5.92041,0.357718,-3.49074,5.43395,-3.26871
4.02222,0.272995,-3.38888,5.39046,-3.77426
4.22363,0.169509,-3.0714,4.67227,-3.66646
5.5481,0.0504181,-2.58759,3.32785,-2.42107
5.86548,-0.0821443,-1.9959,1.5368,0.0366011
5.31006,-0.226416,-1.35354,-0.422532,2.8989
4.10767,-0.380673,-0.710998,-2.24497,4.80545
4.60815,-0.543292,-0.110414,-3.67333,4.81818
6.96411,-0.712779,0.415482,-4.54086,3.19385
9.06982,-0.887344,0.846101,-4.77501,1.17292
9.46655,-1.06423,1.17534,-4.38627,-0.108197
8.27026,-1.23941,1.40995,-3.46508,-0.549237
7.26929,-1.40801,1.56355,-2.18164,-0.911718
8.38013,-1.56513,1.65006,-0.764254,-1.76321
10.0586,-1.70636,1.68093,0.552857,-2.72843
10.614,-1.82768,1.6664,1.58844,-2.89218
9.96704,-1.92536,1.61693,2.24424,-1.87862
9.34448,-1.99599,1.54216,2.49733,-0.324974
11.554,-2.03693,1.44882,2.37921,0.797388
14.6851,-2.04632,1.34142,1.9668,1.1787
17.3096,-2.02253,1.22573,1.38053,1.29548
16.0034,-1.96351,1.11134,0.763576,1.56179
12.2742,-1.86692,1.00849,0.23228,1.61327
8.41675,-1.73141,0.920237,-0.174126,0.687605
6.26831,-1.55823,0.835736,-0.501575,-1.27017
6.65894,-1.3523,0.730776,-0.833561,-3.10392
7.48291,-1.12197,0.575963,-1.21968,-3.26567
7.50122,-0.877884,0.347689,-1.63062,-1.23281
6.51245,-0.631604,0.0356607,-1.96804,1.86482
3.74756,-0.39481,-0.355944,-2.11687,4.043
2.20337,-0.179052,-0.812241,-2.00269,3.9715
2.40479,0.00425727,-1.31222,-1.61902,1.93315
4.38232,0.144255,-1.83036,-1.01302,-0.467812
7.00073,0.231653,-2.33502,-0.249885,-1.586
8.42896,0.260046,-2.787,0.611696,-0.977277
6.82983,0.226784,-3.14194,1.51452,0.358291
4.45557,0.132847,-3.35809,2.37674,0.855081
2.81372,-0.0182163,-3.40637,3.07553,-0.294064
3.63159,-0.221515,-3.2768,3.46927,-2.38726
5.37109,-0.471404,-2.97767,3.45308,-3.72407
5.48706,-0.761339,-2.52941,3.00902,-3.04734
3.58276,-1.08364,-1.95894,2.21228,-0.688394
1.01929,-1.42984,-1.29831,1.19152,1.67331
-0.134277,-1.79161,-0.585771,0.0797734,2.48335
0.445557,-2.16156,0.13508,-1.00784,1.63417
1.43433,-2.53339,0.820442,-1.96708,0.384619
1.0437,-2.90145,1.43313,-2.69577,0.0336235
-1.67847,-3.2604,1.94649,-3.10803,0.693507
-4.64478,-3.60544,2.34317,-3.16716,1.32421
-4.65698,-3.93295,2.61149,-2.9056,0.935567
-1.51367,-4.2408,2.74488,-2.40426,-0.267542
3.43018,-4.52753,2.7468,-1.74097,-1.01399
6.22559,-4.79072,2.63716,-0.952476,-0.316025
6.23779,-5.02566,2.4533,-0.0464243,1.33425
4.56543,-5.22515,2.24211,0.94561,2.23382
2.948,-5.38069,2.04694,1.92268,1.0508
2.84424,-5.48408,1.89652,2.71941,-1.81815
3.89404,-5.52862,1.80109,3.16219,-4.44686
5.2002,-5.50945,1.75556,3.14022,-4.93098
5.60303,-5.42344,1.74581,2.64853,-2.88576
5.28564,-5.26887,1.75388,1.78332,0.344372
4.37012,-5.0455,1.76031,0.701725,2.80777
2.91748,-4.75486,1.7445,-0.427132,3.3546
0.32959,-4.40071,1.68463,-1.45965,2.20814
-1.9165,-3.98945,1.55791,-2.29754,0.466847
-2.57568,-3.53046,1.34211,-2.88845,-0.766697
-1.96533,-3.03577,1.01946,-3.20847,-0.91002
-1.55029,-2.51922,0.582386,-3.23967,-0.0140397
-1.92261,-1.99522,0.0380857,-2.96374,1.3086
-2.20337,-1.47771,-0.591047,-2.37802,2.17225
-2.27051,-0.979507,-1.27065,-1.51738,1.96582
-1.01318,-0.511886,-1.95895,-0.461198,0.800922
-0.897217,-0.0840838,-2.61067,0.679119,-0.594431
-1.99585,0.29704,-3.18102,1.77847,-1.51081
-3.302,0.626955,-3.6307,2.70987,-1.80908
-3.44849,0.903036,-3.93118,3.35552,-1.80129
-3.21655,1.12414,-4.06728,3.62826,-1.68696
-3.30811,1.2905,-4.03634,3.49666,-1.32535
-4.18701,1.4037,-3.84595,2.99441,-0.578903
-4.15649,1.46657,-3.51211,2.20784,0.346988
-2.99072,1.48303,-3.05747,1.2546,1.06759
-1.51367,1.45807,-2.50824,0.267036,1.41874
-1.25732,1.39798,-1.89059,-0.623113,1.50559
-2.30103,1.31036,-1.22886,-1.30837,1.37714
-3.34473,1.2037,-0.546841,-1.73298,0.873537
-3.43628,1.08658,0.130122,-1.9046,-0.0727619
-2.18506,0.967067,0.775066,-1.87763,-1.09254
-1.06201,0.852571,1.36241,-1.71851,-1.53582
-0.561523,0.750061,1.87186,-1.47812,-1.06619
0.22583,0.66624,2.29044,-1.18639,-0.0416639
0.952148,0.607527,2.61235,-0.86211,0.785942
1.86157,0.579938,2.83769,-0.522782,0.924327
0.653076,0.588905,2.97077,-0.190048,0.436269
-1.69067,0.638841,3.01732,0.104246,-0.329177
-3.55835,0.732361,2.98057,0.313433,-1.08735
-3.51562,0.869511,2.859,0.38626,-1.59607
-1.58691,1.04761,2.64844,0.296888,-1.4878
0.415039,1.26193,2.34809,0.0757259,-0.454419
-0.183105,1.50688,1.96627,-0.188537,1.26008
-2.6001,1.77668,1.52086,-0.387919,2.67547
-3.52783,2.06527,1.03433,-0.450458,2.70001
-2.89917,2.36596,0.528055,-0.367201,1.18254
-0.848389,2.67141,0.0210298,-0.173364,-0.757624
0.12207,2.97434,-0.467631,0.0894108,-1.67521
1.14746,3.2684,-0.916477,0.393235,-1.0988
1.43433,3.54873,-1.3025,0.717985,0.159698
2.19727,3.81202,-1.60424,1.03644,0.889365
3.71094,4.05649,-1.80494,1.30897,0.558504
5.47485,4.28178,-1.89414,1.49267,-0.384621
5.12695,4.48896,-1.86795,1.55444,-1.10715
3.54614,4.68026,-1.73001,1.47282,-1.23032
1.76392,4.85827,-1.49402,1.22933,-1.0612
3.17993,5.025,-1.18515,0.808985,-1.00626
5.99365,5.18148,-0.836584,0.22358,-0.90843
6.51855,5.32816,-0.48186,-0.461544,-0.222886
4.99268,5.46558,-0.148617,-1.13443,1.0806
1.87988,5.59419,0.141612,-1.68343,2.1127
-0.585938,5.7136,0.369349,-2.04658,1.86747
-1.20239,5.82158,0.514272,-2.22388,0.358139
-0.00610352,5.9138,0.557222,-2.24757,-1.21733
1.5625,5.98451,0.486459,-2.13829,-1.48987
2.05688,6.02771,0.303922,-1.88338,-0.146661
0.994873,6.03817,0.0270581,-1.4533,1.75305
-1.2146,6.01183,-0.315167,-0.841361,2.63673
-3.32031,5.94542,-0.689742,-0.0957299,1.68764
-4.3457,5.83591,-1.06644,0.680888,-0.525353
-3.04565,5.68022,-1.42067,1.36592,-2.49322
0.012207,5.47569,-1.73147,1.86739,-2.85438
2.31934,5.22114,-1.97688,2.16056,-1.32924
2.96021,4.91798,-2.13122,2.28575,1.06285
3.00293,4.57073,-2.16747,2.30779,2.66672
3.60107,4.18664,-2.06358,2.2689,2.38399
5.69458,3.77499,-1.80801,2.16976,0.50964
7.73926,3.34661,-1.40161,1.98531,-1.54251
7.39136,2.91354,-0.856456,1.69101,-2.44416
4.60205,2.48849,-0.195583,1.27144,-2.0329
1.64185,2.08356,0.544928,0.710115,-1.25451
0.494385,1.70862,1.31448,-0.0129568,-1.02489
1.03149,1.37024,2.05166,-0.89647,-1.22268
1.25122,1.07158,2.69351,-1.88226,-0.913046
1.23291,0.813028,3.1861,-2.84435,0.48528
1.00098,0.592933,3.49172,-3.61752,2.44014
0.958252,0.408179,3.59159,-4.047,3.75306
0.189209,0.254577,3.48531,-4.03266,3.60902
-1.01318,0.127131,3.18817,-3.55416,2.13359
-1.5625,0.0201476,2.72717,-2.67484,0.136125
-0.524902,-0.0726199,2.13724,-1.52262,-1.46336
2.11792,-0.157492,1.45951,-0.251512,-2.04657
4.62646,-0.239938,0.741349,0.99997,-1.50581
5.81665,-0.323549,0.0357974,2.1307,-0.321126
3.93066,-0.40954,-0.602809,3.06794,0.597053
0.689697,-0.497229,-1.12758,3.73924,0.400005
-1.09863,-0.585343,-1.50889,4.05558,-1.0434
0.201416,-0.673295,-1.73928,3.93275,-2.80204
2.10571,-0.761527,-1.82988,3.34482,-3.36609
2.6062,-0.850905,-1.80144,2.36586,-1.87317
0.543213,-0.942013,-1.67705,1.159,0.952302
-1.23291,-1.0351,-1.48047,-0.0823298,3.22655
-1.11694,-1.13062,-1.23766,-1.19454,3.49941
1.23291,-1.2295,-0.975951,-2.06528,2.01046
4.58374,-1.33267,-0.718985,-2.61886,0.353034
8.00781,-1.44002,-0.480194,-2.7988,-0.0710965
9.40552,-1.54926,-0.259512,-2.57327,0.73594
9.3689,-1.6556,-0.045952,-1.96255,1.51839
7.61108,-1.75229,0.174693,-1.0664,0.972784
6.55518,-1.83191,0.410787,-0.0643962,-1.09599
6.02417,-1.88786,0.658924,0.822713,-3.56939
6.427,-1.91524,0.90365,1.39785,-4.84247
6.47583,-1.91126,1.12187,1.54773,-4.00531
6.33545,-1.87508,1.28878,1.2701,-1.47466
6.85425,-1.8076,1.38271,0.662082,1.37899
7.37305,-1.71119,1.38846,-0.115599,3.24411
7.94678,-1.58927,1.29942,-0.880928,3.64312
7.09229,-1.44595,1.11819,-1.47135,2.91507
6.604,-1.28592,0.855061,-1.77839,1.6741
5.95093,-1.1144,0.525121,-1.76677,0.393595
4.95605,-0.937285,0.145632,-1.47106,-0.643525
3.52783,-0.761125,-0.265843,-0.975864,-1.28688
0.738525,-0.593209,-0.693075,-0.391793,-1.53428
-1.15356,-0.441706,-1.12286,0.166224,-1.51169
-1.25122,-0.315735,-1.54554,0.601614,-1.30057
1.2207,-0.224916,-1.95252,0.863976,-0.758126
5.28564,-0.178138,-2.33065,0.972798,0.360342
7.68433,-0.181839,-2.65663,1.01603,1.96095
7.92236,-0.238598,-2.89638,1.10931,3.29312
6.31104,-0.346825,-3.01168,1.3294,3.26356
3.88184,-0.501654,-2.97147,1.66117,1.32746
2.18506,-0.696502,-2.7622,1.99271,-1.83395
2.03857,-0.924512,-2.39227,2.16259,-4.56547
2.82593,-1.17931,-1.88931,2.0339,-5.28716
4.02222,-1.45503,-1.29239,1.55624,-3.54993
3.70483,-1.74587,-0.643491,0.785566,-0.3373
3.10059,-2.04588,0.0179446,-0.143201,2.58082
2.20947,-2.34906,0.65677,-1.06902,3.78925
1.62964,-2.64976,1.24202,-1.852,3.06641
2.0813,-2.94299,1.74722,-2.39722,1.33725
3.05786,-3.2245,2.15208,-2.65562,-0.122676
2.80151,-3.49052,2.44472,-2.61507,-0.576751
1.68457,-3.73755,2.62234,-2.29674,-0.225775
0.549316,-3.96255,2.68912,-1.75875,0.130339
0.708008,-4.16323,2.65316,-1.09252,-0.0982644
1.23291,-4.33826,2.52496,-0.401732,-0.74648
1.17798,-4.48708,2.31791,0.225941,-1.15086
1.2146,-4.60956,2.04878,0.734891,-0.891337
1.92261,-4.70584,1.73701,1.10098,-0.170158
3.34473,-4.77608,1.40367,1.3252,0.508041
4.43115,-4.82017,1.07085,1.42845,0.834851
4.49829,-4.83744,0.760747,1.44287,0.801625
3.33252,-4.82666,0.493252,1.3956,0.471219
1.5625,-4.7865,0.281902,1.29181,-0.150331
0.78125,-4.71629,0.130233,1.11071,-0.964786
1.98975,-4.61658,0.0312391,0.823383,-1.59069
3.78418,-4.48909,-0.0287628,0.425286,-1.47923
4.35791,-4.3361,-0.0639836,-0.0413871,-0.403769
2.84424,-4.15984,-0.0851574,-0.498006,1.10981
0.280762,-3.96251,-0.100321,-0.868736,1.99765
-1.98364,-3.74693,-0.118703,-1.11846,1.5123
-3.14941,-3.51728,-0.153516,-1.26046,-0.0510865
-3.31421,-3.2794,-0.220816,-1.33143,-1.51035
-1.97144,-3.04046,-0.334752,-1.35506,-1.72807
-0.0427246,-2.80796,-0.50153,-1.31835,-0.47037
2.03247,-2.58857,-0.714757,-1.17285,1.48368
3.74146,-2.38696,-0.954218,-0.859539,2.93116
3.76587,-2.20518,-1.18891,-0.345622,3.003
2.70996,-2.04269,-1.38383,0.342873,1.58475
1.01318,-1.89705,-1.50867,1.10791,-0.729355
0.701904,-1.76499,-1.54499,1.79716,-2.94928
2.14233,-1.64328,-1.48889,2.25208,-4.07717
5.39551,-1.52882,-1.34776,2.36793,-3.51342
7.89795,-1.41815,-1.13351,2.13558,-1.4097
8.19092,-1.30668,-0.857041,1.63877,1.23335
6.5979,-1.18864,-0.527841,1.00607,2.96948
3.9917,-1.05784,-0.158499,0.34785,2.77512
2.29492,-0.909075,0.229965,-0.28154,0.821287
1.96533,-0.73931,0.606651,-0.87679,-1.54082
3.30811,-0.548114,0.935088,-1.44204,-2.67435
3.74756,-0.337265,1.18129,-1.9512,-1.79819
2.35596,-0.109987,1.32089,-2.3395,0.44576
0.55542,0.129492,1.34144,-2.53224,2.44914
0.695801,0.375947,1.24069,-2.48334,2.88099
2.32544,0.623237,1.02504,-2.18903,1.74655
2.66724,0.864887,0.710271,-1.67419,0.234292
-0.231934,1.09478,0.321703,-0.981473,-0.559967
-2.6123,1.3073,-0.110081,-0.18098,-0.653188
-1.31836,1.49686,-0.555537,0.623348,-0.763054
2.4292,1.65795,-0.988282,1.32304,-1.07712
4.96216,1.78609,-1.38138,1.85481,-0.944721
3.19214,1.87911,-1.70402,2.21802,0.0426679
-0.146484,1.93738,-1.92532,2.43679,1.11527
-0.799561,1.96286,-2.02359,2.50743,0.992153
2.29492,1.95798,-1.99252,2.39213,-0.499942
6.11572,1.92554,-1.8384,2.06696,-1.9269
6.57349,1.86953,-1.57211,1.56839,-1.70776
3.34473,1.79575,-1.20511,0.983072,0.0568875
-0.335693,1.71109,-0.753314,0.389126,1.55773
-1.06201,1.62187,-0.243723,-0.189474,1.19641
1.3855,1.53267,0.284935,-0.768316,-0.644721
3.67432,1.44639,0.790131,-1.34537,-1.95395
2.79541,1.36519,1.23608,-1.86332,-1.21345
-0.43335,1.29117,1.59847,-2.23179,0.981772
-2.13013,1.22594,1.86167,-2.38548,2.5526
-0.689697,1.16991,2.01429,-2.3177,2.12453
1.54419,1.12219,2.04984,-2.06104,0.377342
2.19116,1.08137,1.97133,-1.64795,-0.868071
2.6062,1.04646,1.79396,-1.09797,-0.638282
3.72925,1.01733,1.54312,-0.435117,0.414169
5.91431,0.994825,1.25005,0.295672,1.03264
7.19604,0.980896,0.948374,1.03087,0.676779
7.07397,0.978687,0.670845,1.69813,-0.274021
6.7688,0.992234,0.445079,2.2202,-1.21389
6.51855,1.02579,0.288828,2.51886,-1.82411
6.89697,1.0831,0.207354,2.52993,-2.00862
7.06787,1.16693,0.194056,2.22597,-1.70007
7.22656,1.27884,0.2334,1.63221,-0.905237
6.49414,1.41915,0.304352,0.824904,0.148
5.79224,1.5868,0.383111,-0.086856,1.04572
5.28564,1.7792,0.445169,-0.985308,1.44772
4.73633,1.99221,0.467443,-1.76322,1.33381
4.60205,2.22021,0.430774,-2.33492,0.978558
3.55225,2.45639,0.322184,-2.64283,0.681523
2.33154,2.69303,0.136019,-2.66336,0.519681
1.37939,2.92172,-0.126321,-2.41097,0.352593
1.00708,3.13351,-0.457175,-1.93417,0.0659609
1.01929,3.31929,-0.842888,-1.30131,-0.239317
0.592041,3.47033,-1.26377,-0.58409,-0.353073
-1.14136,3.57874,-1.69505,0.150786,-0.234272
-1.85547,3.63775,-2.10962,0.839952,-0.106626
-0.0610352,3.64175,-2.48094,1.42467,-0.16831
3.41187,3.58681,-2.78328,1.86704,-0.232302
6.25,3.47165,-2.98934,2.16918,0.117236
7.08618,3.29864,-3.06922,2.36872,0.891262
6.9397,3.07407,-2.99419,2.50397,1.4065
6.14624,2.80748,-2.74438,2.57489,0.861761
5.11475,2.51033,-2.31609,2.53075,-0.795643
3.8208,2.19467,-1.72561,2.29124,-2.68585
2.70996,1.87187,-1.0087,1.78531,-3.66649
1.62964,1.55178,-0.216469,0.987988,-3.15853
-0.335693,1.24214,0.590951,-0.0595745,-1.45856
-2.10571,0.948219,1.35101,-1.25325,0.555713
-3.38745,0.672614,2.00475,-2.44721,2.0316
-2.24609,0.41537,2.50276,-3.479,2.65887
0.231934,0.174669,2.81169,-4.18809,2.75069
3.13721,-0.0518839,2.9206,-4.43201,2.81269
5.91431,-0.265777,2.84413,-4.11079,2.96245
6.15234,-0.466499,2.62007,-3.20144,2.75136
5.41992,-0.651294,2.30084,-1.78983,1.5601
3.83911,-0.815841,1.94139,-0.0791226,-0.762309
3.33862,-0.955435,1.58793,1.64212,-3.52408
4.13208,-1.06602,1.27176,3.06999,-5.44453
4.57764,-1.14462,1.00916,3.96659,-5.45173
4.15039,-1.18939,0.804806,4.21596,-3.47872
4.06494,-1.19949,0.655057,3.83376,-0.584377
3.89404,-1.17515,0.550161,2.94091,1.80561
5.01099,-1.1177,0.476478,1.72479,2.88643
5.5542,-1.02932,0.419453,0.401704,2.81871
6.03638,-0.912755,0.366522,-0.818567,2.26163
6.54297,-0.770966,0.308699,-1.76648,1.69244
6.46362,-0.60701,0.240633,-2.3384,1.16068
7.4707,-0.423992,0.159884,-2.50635,0.527255
7.6355,-0.225022,0.0662513,-2.31017,-0.214724
7.67212,-0.0131737,-0.0387098,-1.83825,-0.883125
7.06787,0.208486,-0.1526,-1.20648,-1.30269
7.2876,0.436735,-0.273446,-0.538573,-1.44003
7.76367,0.668077,-0.400271,0.0552502,-1.32121
7.15942,0.898777,-0.532528,0.497873,-0.950265
6.11572,1.12491,-0.669604,0.752891,-0.408725
6.28052,1.34231,-0.811169,0.818889,0.0896473
6.92749,1.54652,-0.957104,0.722672,0.402729
6.62231,1.73303,-1.10612,0.516067,0.610556
5.42603,1.89758,-1.25472,0.265728,0.806237
4.26025,2.03617,-1.39802,0.0324782,0.863587
3.51562,2.14488,-1.53168,-0.145955,0.59692
2.33154,2.21976,-1.65283,-0.257115,0.0752043
0.860596,2.25679,-1.75995,-0.305724,-0.392682
0.585938,2.25192,-1.85236,-0.304611,-0.549294
1.93481,2.20135,-1.92886,-0.264415,-0.32734
1.82495,2.10201,-1.98534,-0.182698,0.207097
0.976562,1.95224,-2.01319,-0.0451117,0.814274
0.488281,1.75198,-2.00079,0.15671,1.06684
1.71509,1.50272,-1.93651,0.409561,0.69099
4.00391,1.20755,-1.81006,0.683804,-0.0473623
4.45557,0.871462,-1.61184,0.950402,-0.538393
2.0874,0.501569,-1.33355,1.18444,-0.530936
-2.06299,0.106417,-0.972702,1.34689,-0.49473
-5.13916,-0.305461,-0.539394,1.36872,-1.06723
-6.10962,-0.727058,-0.0594857,1.16787,-2.13482
-6.61011,-1.1536,0.429246,0.697875,-2.6853
-8.22754,-1.58233,0.885771,-0.00938049,-1.77092
-9.78394,-2.01201,1.27378,-0.842063,0.425348
-8.3252,-2.44243,1.56653,-1.64255,2.67859
-3.67432,-2.8736,1.75089,-2.24307,3.90368
-0.78125,-3.30441,1.83218,-2.48783,4.00423
-1.84326,-3.73119,1.83567,-2.26409,3.39993
-5.67017,-4.14744,1.79941,-1.55679,2.0789
-7.64771,-4.5451,1.76022,-0.491593,-0.305391
-6.70166,-4.91626,1.74209,0.686877,-3.35676
-6.81763,-5.25412,1.75356,1.70359,-5.55101
-9.17358,-5.55312,1.79167,2.34696,-5.45598
-12.0789,-5.80908,1.84538,2.51046,-3.21653
-12.9822,-6.01968,1.8966,2.18673,-0.415881
-11.0657,-6.1848,1.92271,1.45424,1.51858
-8.3374,-6.30589,1.90332,0.472068,2.44646
-6.83594,-6.38478,1.82827,-0.538399,3.04244
-7.14722,-6.42246,1.70142,-1.3453,3.5679
-9.47876,-6.41878,1.5373,-1.77949,3.43014
-11.7737,-6.37308,1.35301,-1.79129,1.93415
-12.8296,-6.28523,1.1604,-1.45802,-0.711256
-12.7686,-6.15645,0.962931,-0.93804,-3.2287
-12.5183,-5.98937,0.758045,-0.399487,-4.16753
-13.3911,-5.78766,0.541668,0.0357284,-3.06311
-15.1062,-5.55564,0.311211,0.30958,-0.808695
-17.3279,-5.29822,0.0655797,0.413618,1.07841
-17.9626,-5.02114,-0.196165,0.367144,1.63557
-16.0889,-4.73089,-0.474484,0.209113,1.10335
-15.0574,-4.43411,-0.76607,0.00378619,0.539642
-18.2434,-4.13672,-1.06081,-0.165084,0.683092
-24.5605,-3.84379,-1.34439,-0.232599,1.09986
-28.2837,-3.56049,-1.60656,-0.199727,0.671738
-28.5339,-3.29342,-1.84731,-0.134752,-0.891023
-26.8494,-3.05066,-2.074,-0.114371,-2.32611
-26.4832,-2.84063,-2.2918,-0.156423,-2.00434
-26.886,-2.6704,-2.4958,-0.204586,0.240403
-27.2949,-2.54475,-2.66991,-0.169848,2.781
-29.01,-2.46581,-2.79125,0.012641,3.68794
-31.9214,-2.43334,-2.83665,0.346389,2.32519
-33.9233,-2.44546,-2.78931,0.765996,-0.387687
-33.4229,-2.49929,-2.64267,1.16139,-2.80509
-34.0027,-2.59126,-2.39966,1.42584,-3.59226
-35.9375,-2.71693,-2.0692,1.49694,-2.50825
-37.8296,-2.87093,-1.66418,1.36378,-0.534332
-37.6892,-3.04736,-1.20133,1.05181,0.963668
-35.9192,-3.23985,-0.699837,0.613942,1.3978
-35.6567,-3.44133,-0.177415,0.130689,1.22822
-37.2803,-3.64356,0.352631,-0.30317,1.10298
-38.0188,-3.83731,0.880288,-0.612547,1.02687
-36.322,-4.01288,1.39577,-0.768458,0.612539
-34.5703,-4.16045,1.88897,-0.781498,-0.110994
-35.1685,-4.26996,2.35141,-0.678427,-0.631285
-37.9395,-4.33125,2.77631,-0.495745,-0.709963
-39.093,-4.33485,3.1549,-0.291292,-0.740187
-38.1592,-4.27303,3.47326,-0.141252,-1.09287
-37.8662,-4.14027,3.71376,-0.108111,-1.43842
-38.0981,-3.9331,3.8599,-0.208089,-1.1207
-39.5386,-3.64987,3.8997,-0.409098,-0.0666114
-40.2039,-3.2908,3.8261,-0.654578,1.03436
-41.9922,-2.85822,3.63599,-0.888812,1.43999
-44.7693,-2.35674,3.32921,-1.07167,1.00229
-46.106,-1.79354,2.9077,-1.18433,0.142457
-44.5435,-1.17825,2.37597,-1.22206,-0.499083
-39.8621,-0.522214,1.74521,-1.17023,-0.3328
-34.7778,0.163335,1.0401,-0.980259,0.871458
-33.1177,0.869335,0.303279,-0.576785,2.5909
-34.4727,1.59012,-0.408527,0.0903742,3.52364
-36.615,2.32304,-1.03719,0.979754,2.3916
-34.6924,3.06707,-1.53755,1.93547,-0.796239
-28.894,3.82168,-1.88396,2.74165,-4.23987
-24.5911,4.58709,-2.0664,3.22148,-5.50468
-24.9146,5.36515,-2.08325,3.30202,-3.67104
-28.5889,6.15928,-1.94077,2.99703,-0.393105
-31.5857,6.97297,-1.65984,2.34387,1.52109
-30.9509,7.80763,-1.28177,1.37008,0.781763
-28.1616,8.6614,-0.864513,0.12224,-1.19573
-24.2615,9.52962,-0.46988,-1.28138,-1.79841
-21.0022,10.4062,-0.14884,-2.63508,0.204874
-18.512,11.285,0.0677262,-3.6896,3.57259
-16.5955,12.1612,0.170523,-4.23065,5.79821
-15.5579,13.0307,0.167412,-4.14912,5.21948
-15.21,13.8905,0.0762962,-3.47363,2.13934
-15.8203,14.7379,-0.0821997,-2.36005,-1.69662
-15.6494,15.5693,-0.290537,-1.04771,-4.45386
-12.0056,16.38,-0.536604,0.20664,-5.16651
-6.29272,17.1644,-0.81075,1.20365,-3.81965
-2.31323,17.9171,-1.09916,1.85665,-1.07734
-3.1311,18.6342,-1.38005,2.18958,1.8016
-6.20117,19.3131,-1.62833,2.27315,3.21474
-8.30688,19.9512,-1.8266,2.15016,2.17237
-8.09937,20.5444,-1.97348,1.81333,-0.647533
-5.87769,21.0862,-2.08286,1.24739,-3.08452
-4.59595,21.5679,-2.17532,0.488765,-3.14837
-5.34058,21.98,-2.26887,-0.353236,-0.70905
-7.1167,22.3125,-2.37467,-1.1304,2.38371
-8.35571,22.5554,-2.49826,-1.71308,3.89756
-7.56836,22.6985,-2.64163,-2.02612,3.05729
-6.25,22.7315,-2.8027,-2.04644,0.977427
-7.4585,22.6451,-2.97288,-1.78369,-0.5858
-10.2295,22.4313,-3.13691,-1.2752,-0.875418
-12.8296,22.0836,-3.27706,-0.597536,-0.548076
-14.0137,21.5967,-3.3784,0.134086,-0.593524
-13.0188,20.9658,-3.43044,0.796603,-1.12263
